isqno,postype,post1,post2,front,depth,time,aeroa,surpa,cea,leada,trnga,morala,logsa,momnta,intela,techa,inita,wina,kmda,crit,quala,resa,mobila,aira,fprepa,wxa,terra,leadaa,plana,surpaa,mana,logsaa,fortsa,deepa,duration1,wofa,wofd,terra1,terra2,terra3,wx1,wx2,wx3,wx4,wx5,attacker_str,attacker_instst,attacker_rerp,attacker_cas,attacker_finst,attacker_cav,attacker_tank,attacker_lt,attacker_mbt,attacker_arty,attacker_fly,attacker_ctank,attacker_carty,cfly_x,attacker_pri1,attacker_pri2,attacker_pri3,attacker_sec1,attacker_sec2,attacker_sec3,attacker_reso1,attacker_reso2,attacker_reso3,attacker_ach,defender_str,defender_instst,defender_rerp,defender_cas,defender_finst,defender_cav,defender_tank,defender_lt,defender_mbt,defender_arty,defender_fly,defender_ctank,defender_carty,cfly_y,defender_pri1,defender_pri2,defender_pri3,defender_sec1,defender_sec2,defender_sec3,defender_reso1,defender_reso2,defender_reso3,defender_ach,att_comm1,att_comm2,def_comm1,def_comm2,def_comm3
41,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,R,M,,D,S,T,S,T,24000.0,24000.0,0.0,2000.0,22000.0,,0.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,FF,,,,,,PP,WD,,4,35000.0,35000.0,0.0,130.0,34870.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,DE,,,,0,PP,,,7,D'HUMIERES,Missing,WALDECK,Missing,Missing
42,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,R,M,,D,S,T,S,T,50000.0,50000.0,0.0,6000.0,44000.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,DE,,,,,,BB,PS,,9,38000.0,38000.0,0.0,19000.0,19000.0,,0.0,0.0,0.0,,0.0,0.0,49.0,0.0,DD,,,,,0,WL,,,3,LUXEMBOURG,Missing,WALDECK,Missing,Missing
43,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,R,M,,D,S,T,S,T,35000.0,35000.0,0.0,2000.0,33000.0,8000.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,FF,EE,LR,,,,PP,,,9,23000.0,23000.0,0.0,1500.0,21500.0,5000.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,DO,FF,,,,0,WD,,,5,WILLIAM III,Missing,JAMES II,Missing,Missing
44,1,HD,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,4.8,R,M,,D,S,T,S,T,18000.0,18000.0,0.0,2700.0,15300.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,BB,PS,,9,25000.0,25000.0,0.0,4400.0,20600.0,,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,DD,,,,,0,WD,,,4,GINCKEL,Missing,ST. RUTH,Missing,Missing
45,1,HD,PD,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,,0.0,0.0,0.0,0.0,,,1.0,0.0,,0.0,,,1.0,2.4,5.2,G,M,,W,L,T,S,T,63000.0,63000.0,0.0,8000.0,55000.0,15000.0,0.0,0.0,0.0,70.0,0.0,0.0,10.0,0.0,FF,,,,,,PP,RR,WD,3,57000.0,57000.0,0.0,7000.0,50000.0,12000.0,0.0,0.0,0.0,60.0,0.0,0.0,8.0,0.0,DD,,,,,0,WD,,,7,WILLIAM III,Missing,LUXEMBOURG,Missing,Missing
46,1,HD,PD,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,5.7,8.6,R,M,,D,S,T,S,T,80000.0,80000.0,0.0,9000.0,71000.0,29000.0,0.0,0.0,0.0,71.0,0.0,0.0,,0.0,FF,,,,,,BB,PS,,8,50000.0,50000.0,0.0,14000.0,36000.0,20000.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,DD,,,,,0,WD,,,3,LUXEMBOURG,Missing,WILLIAM III,Missing,Missing
47,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,,R,M,,D,S,T,F,T,40000.0,40000.0,0.0,3000.0,37000.0,10000.0,0.0,0.0,0.0,30.0,0.0,0.0,,0.0,FF,EE,LF,,,,BB,PS,,9,36000.0,36000.0,0.0,11000.0,25000.0,11000.0,0.0,0.0,0.0,31.0,0.0,0.0,31.0,0.0,DD,,,,,0,WL,,,2,CATINAT,Missing,DUKE OF SAVOY,Missing,Missing
48,0,PD,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,1.0,1.0,0.0,0.0,,0.0,1.0,4.2,2.7,F,M,,D,S,T,F,T,50000.0,50000.0,0.0,500.0,49500.0,16000.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,FF,,,,,,BB,PS,,9,100000.0,100000.0,0.0,30000.0,70000.0,40000.0,0.0,0.0,0.0,200.0,0.0,0.0,145.0,0.0,DD,,,,,0,AA,,,2,EUGENE,Missing,MUSTAFA II,Missing,Missing
49,0,PD,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.2,3.2,R,M,,D,S,T,S,T,21500.0,21500.0,0.0,9600.0,11900.0,8500.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,FF,,,,,,PP,RR,WL,4,80000.0,80000.0,0.0,1300.0,78700.0,8500.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,DO,FF,,DE,,0,BB,PS,,8,CHARLES XII,Missing,PETER THE GREAT,Missing,Missing
50,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.7,1,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,7.1,R,M,,D,S,T,S,T,52000.0,52000.0,0.0,12883.0,39117.0,20000.0,0.0,0.0,0.0,60.0,0.0,0.0,,0.0,FF,,,,,,BB,PS,,9,56000.0,56000.0,0.0,34190.0,21810.0,17000.0,0.0,0.0,0.0,90.0,0.0,0.0,60.0,0.0,DD,,,,,0,WL,,,3,MARLBOROUGH,EUGENE,TALLARD,MARSIN,MAX EMMANUEL OF BAVARIA
51,1,HD,PD,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,1.0,4.8,5.2,R,M,,D,S,T,$,T,62000.0,62000.0,0.0,3620.0,58380.0,16000.0,0.0,0.0,0.0,120.0,0.0,0.0,,0.0,EE,RF,,,,,BB,PS,,9,60000.0,60000.0,0.0,19000.0,41000.0,17000.0,0.0,0.0,0.0,70.0,0.0,0.0,54.0,0.0,DD,,,,,0,WL,,,3,MARLBOROUGH,Missing,VILLEROY,MAX EMMANUEL OF BAVARIA,Missing
52,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.4,1,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.4,6.0,R,M,,D,S,T,S,T,80000.0,80000.0,0.0,4000.0,76000.0,21000.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,FF,,,DE,,,BB,PS,,9,85000.0,85000.0,0.0,15000.0,70000.0,20000.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,DO,FF,,,,0,WL,,,3,MARLBOROUGH,EUGENE,VENDOME,BURGUNDY,Missing
53,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.4,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,8.2,8.8,R,M,,D,S,T,F,T,110000.0,110000.0,0.0,24000.0,86000.0,25000.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,FF,,,EE,LF,,PP,,,8,80000.0,80000.0,0.0,12000.0,68000.0,25000.0,0.0,0.0,0.0,60.0,0.0,0.0,16.0,0.0,DO,FF,,,,0,WD,,,7,MARLBOROUGH,EUGENE,VILLARS,BOUFFLERS,Missing
54,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,R,M,,D,S,T,S,T,63000.0,63000.0,0.0,4500.0,58500.0,22000.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,FF,,,,,,PP,BB,PS,9,60000.0,60000.0,0.0,6000.0,54000.0,20000.0,0.0,0.0,0.0,159.0,0.0,0.0,159.0,0.0,DO,FF,,,,0,PP,RR,WD,2,EUGENE,Missing,ALI PASHA,Missing,Missing
55,0,HD,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.7,4.3,R,M,,W,L,C,$,T,18100.0,18100.0,0.0,4551.0,13549.0,9000.0,0.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,FF,,,,,,RR,WD,,4,22000.0,22000.0,0.0,4850.0,17150.0,4500.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,DO,FF,,,,0,,,,7,NEIPPERG,Missing,FREDERICK II,Missing,Missing
56,0,HD,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.4,3.7,R,M,,D,S,T,$,T,29000.0,29000.0,0.0,6332.0,22668.0,10000.0,0.0,0.0,0.0,40.0,0.0,0.0,16.0,0.0,FF,,,,,,RR,WD,,5,24500.0,24500.0,0.0,4819.0,19681.0,7000.0,0.0,0.0,0.0,82.0,0.0,0.0,,0.0,DO,FF,,EE,RR,0,BB,PS,,8,LORRAINE,Missing,FREDERICK II,Missing,Missing
57,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.2,1,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.3,2.2,R,M,,D,S,T,S,T,35000.0,35000.0,0.0,2500.0,32500.0,8000.0,0.0,0.0,0.0,98.0,0.0,0.0,1.0,0.0,FF,,,,,,PP,PS,,6,26000.0,26000.0,0.0,4000.0,22000.0,4000.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,DO,FF,,,,0,RR,WD,,3,GEORGE II,Missing,NOAILLES,Missing,Missing
58,1,HD,PD,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,2.8,4.0,R,M,,D,S,T,$,T,50000.0,50000.0,0.0,12000.0,38000.0,10000.0,0.0,0.0,0.0,101.0,0.0,0.0,32.0,0.0,FF,,,FE,,,RR,WD,,4,60000.0,60000.0,0.0,6000.0,54000.0,15000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,DO,FF,,,,0,,,,8,CUMBERLAND,Missing,SAXE,Missing,Missing
59,0,HD,,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.8,5.5,R,M,,D,S,T,S,T,50000.0,50000.0,0.0,4737.0,45263.0,19900.0,0.0,0.0,0.0,192.0,0.0,0.0,,0.0,FF,,,,,,BB,PS,,9,66000.0,66000.0,0.0,13176.0,52824.0,22000.0,0.0,0.0,0.0,121.0,0.0,0.0,63.0,0.0,DO,FF,,,,0,WD,,,3,FREDERICK II,Missing,LORRAINE,Missing,Missing
60,0,HD,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.2,R,M,,D,S,T,F,T,22562.0,22562.0,0.0,3876.0,18686.0,5852.0,0.0,0.0,0.0,60.0,0.0,0.0,,0.0,FF,,,EE,LR,,PP,PS,,9,41000.0,41000.0,0.0,7444.0,33556.0,12700.0,0.0,0.0,0.0,98.0,0.0,0.0,19.0,0.0,DD,,,,,0,WD,,,4,FREDERICK II,Missing,LORRAINE,Missing,Missing
61,0,HD,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.4,3.0,R,M,,D,S,T,W,T,31000.0,31000.0,0.0,5000.0,26000.0,9000.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,FF,,,EE,LR,,BB,PS,,9,31200.0,31200.0,0.0,6630.0,24570.0,7000.0,0.0,0.0,0.0,42.0,0.0,0.0,40.0,0.0,DO,FF,,,,0,WD,,,3,ANHALT-DESSAU,Missing,RUTKOWSKI,Missing,Missing
62,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.6,0.8,R,M,,D,S,T,F,T,2400.0,2400.0,0.0,110.0,2290.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,FF,,,,,,BB,PS,,9,2200.0,2200.0,0.0,1800.0,400.0,400.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,DD,,,,,0,WL,,,3,PRINCE CHARLES EDWARD,Missing,COPE,Missing,Missing
63,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.5,R,M,,W,L,C,$,T,5400.0,5400.0,0.0,1558.0,3842.0,400.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,FF,,,,,,PP,RR,WL,3,9000.0,9000.0,0.0,309.0,8691.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,DO,DE,,,,0,,,,9,PRINCE CHARLES EDWARD,Missing,CUMBERLAND,Missing,Missing
64,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,5.6,R,M,,D,S,T,F,T,29000.0,29000.0,0.0,2906.0,26094.0,10800.0,0.0,0.0,0.0,97.0,0.0,0.0,,0.0,FF,,,,,,PP,,,8,34500.0,34500.0,0.0,2873.0,31627.0,7500.0,0.0,0.0,0.0,94.0,0.0,0.0,3.0,0.0,DO,FF,,,,0,WD,,,7,FREDERICK II,Missing,BROWNE,Missing,Missing
65,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.6,1,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,5.2,R,M,,D,S,T,S,T,65000.0,65000.0,0.0,14300.0,50700.0,17000.0,0.0,0.0,0.0,214.0,0.0,0.0,5.0,0.0,FF,,,EE,RF,,BB,PS,,9,62000.0,62000.0,0.0,13400.0,48600.0,12600.0,0.0,0.0,0.0,177.0,0.0,0.0,60.0,0.0,DO,FF,,,,0,WD,,,4,FREDERICK II,Missing,LORRAINE,Missing,Missing
66,0,HD,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,0.7,R,M,,W,H,T,S,E,50050.0,50050.0,0.0,500.0,49550.0,15000.0,0.0,0.0,0.0,53.0,0.0,0.0,53.0,0.0,FF,,,,,,RR,WD,,2,2975.0,2975.0,0.0,63.0,2912.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,DO,FF,,,,0,,,,9,SIRAJ UD-DAULA,Missing,CLIVE,Missing,Missing
67,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,5.2,6.4,R,M,,D,S,T,S,T,32000.0,32000.0,0.0,13768.0,18232.0,14000.0,0.0,0.0,0.0,88.0,0.0,0.0,45.0,0.0,FF,,,EE,RF,,RR,WD,,5,44000.0,44000.0,0.0,9000.0,35000.0,14000.0,0.0,0.0,0.0,145.0,0.0,0.0,,0.0,DO,FF,,,,0,PS,,,8,FREDERICK II,Missing,DAUN,Missing,Missing
68,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,10.0,R,M,,D,S,H,S,T,60000.0,60000.0,0.0,2500.0,57500.0,10000.0,0.0,0.0,0.0,68.0,0.0,0.0,11.0,0.0,FF,EE,RR,,,,PP,WD,,5,36000.0,36000.0,0.0,1500.0,34500.0,5000.0,0.0,0.0,0.0,28.0,0.0,0.0,7.0,0.0,DO,FF,,,,0,PP,WD,,3,ESTREES,Missing,DUKE OF CUMBERLAND,Missing,Missing
69,0,HD,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,1,,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,1.0,2.7,4.0,R,M,,D,S,T,F,T,42000.0,42000.0,0.0,10150.0,31850.0,10000.0,0.0,0.0,0.0,115.0,0.0,0.0,72.0,0.0,EE,LF,,,,,RR,WL,,3,22000.0,22000.0,0.0,548.0,21452.0,5400.0,0.0,0.0,0.0,79.0,0.0,0.0,,0.0,DO,FF,EE,,,0,BB,PS,,9,SOUBISE,SAXE-HILDBURGHAUSEN,FREDERICK II,Missing,Missing
70,0,HD,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.2,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,4.3,7.6,R,M,,W,L,T,W,T,33000.0,33000.0,0.0,11589.0,21411.0,11000.0,0.0,0.0,0.0,167.0,0.0,0.0,,0.0,EE,LF,,FE,,,BB,PS,,10,65000.0,65000.0,0.0,22000.0,43000.0,14000.0,0.0,0.0,0.0,210.0,0.0,0.0,131.0,0.0,DO,FF,,,,0,WD,,,3,FREDERICK II,Missing,LORRAINE,Missing,Missing
71,0,HD,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,10.5,7.5,F,M,,D,S,T,S,T,32000.0,32000.0,0.0,1800.0,30200.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,EE,LR,,,,,BB,,,8,50000.0,50000.0,0.0,8200.0,41800.0,,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,DO,FF,,DE,,0,WD,,,5,FERDINAND,Missing,CLERMONT,Missing,Missing
72,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,1.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,4.8,R,M,,D,S,T,S,T,36000.0,36000.0,0.0,12797.0,23203.0,10500.0,0.0,0.0,0.0,193.0,0.0,0.0,26.0,0.0,FF,,,,,,PP,WD,,7,43300.0,43300.0,0.0,18500.0,24800.0,6382.0,0.0,0.0,0.0,230.0,0.0,0.0,103.0,0.0,DO,FF,,,,0,RR,WD,,5,FREDERICK II,Missing,FERMOR,Missing,Missing
73,0,PD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,,0.0,1.0,5.6,4.2,R,M,,W,L,T,F,T,80000.0,80000.0,0.0,7587.0,72413.0,28000.0,0.0,0.0,0.0,340.0,0.0,0.0,10.0,0.0,FF,DE,,,,,BB,PS,,9,31000.0,31000.0,0.0,9097.0,21903.0,10000.0,0.0,0.0,0.0,200.0,0.0,0.0,101.0,0.0,DD,,,,,0,WD,,,4,DAUN,Missing,FREDERICK II,Missing,Missing
74,1,HD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,3.2,3.2,R,M,,D,S,T,S,T,24000.0,24000.0,0.0,2800.0,21200.0,,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,FF,,,,,,PP,WD,,3,30000.0,30000.0,0.0,1800.0,28200.0,,0.0,0.0,0.0,45.0,0.0,0.0,,0.0,DD,,,,,0,,,,6,BRUNSWICK,Missing,BROGLIE,Missing,Missing
75,0,HD,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,R,M,,W,H,T,F,T,45000.0,45000.0,0.0,2762.0,42238.0,,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,FF,,,,,,PP,PS,,9,60000.0,60000.0,0.0,7086.0,52914.0,,0.0,0.0,0.0,170.0,0.0,0.0,43.0,0.0,DD,,,,,0,RR,WD,,2,BRUNSWICK,Missing,CONTADES,Missing,Missing
76,0,PD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.0,5.4,6.4,R,B,,D,S,H,S,T,50900.0,50900.0,0.0,19100.0,31800.0,13000.0,0.0,0.0,0.0,240.0,0.0,0.0,172.0,0.0,FF,,,FE,LR,,,,,3,59500.0,59500.0,0.0,15500.0,44000.0,10000.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,DD,,,,,0,,,,9,FREDERICK II,Missing,SALTYKOV,Missing,Missing
77,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,R,M,,D,S,T,F,T,4500.0,4500.0,0.0,1500.0,3000.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,FF,,,,,,RR,WD,,3,4800.0,4800.0,0.0,650.0,4150.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,DO,FF,,,,0,,,,9,MONTCALM,Missing,WOLFE,Missing,Missing
78,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,R,M,,D,S,T,F,T,38000.0,38000.0,0.0,1000.0,37000.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,DE,,,,,,,,,8,13500.0,13500.0,0.0,1000.0,12500.0,,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,DD,,,,,0,AA,,,2,DAUN,Missing,FINCK,Missing,Missing
79,0,HD,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,6.4,R,M,,W,L,T,S,T,19000.0,19000.0,0.0,1300.0,17700.0,5700.0,0.0,0.0,0.0,,0.0,0.0,,0.0,EE,LF,,FE,,,PP,PS,,9,17000.0,17000.0,0.0,3700.0,13300.0,4000.0,0.0,0.0,0.0,,0.0,0.0,17.0,0.0,DD,,,,,0,WD,,,2,BRUNSWICK,Missing,MUY,Missing,Missing
80,0,HD,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.4,4.0,R,M,,D,S,T,S,T,30000.0,30000.0,0.0,6000.0,24000.0,9000.0,0.0,0.0,0.0,130.0,0.0,0.0,74.0,0.0,EE,LF,,,,,PP,,,2,30000.0,30000.0,0.0,3600.0,26400.0,7500.0,0.0,0.0,0.0,120.0,0.0,0.0,10.0,0.0,DO,FF,,,,0,WD,,,8,DAUN,LAUDON,FREDERICK II,Missing,Missing
